,category,word,segmentation,prediction,distance,overlaps,f1v2_tp,f1v2_fp,f1v2_fn,f1v3_tp,f1v3_fp,f1v3_fn
356,_000,Broxson,broxson,bro @@x @@son,2,0,0,3,1,0,2,1
357,_000,Bruges,bruges,br @@uge @@s,2,0,0,3,1,0,2,1
358,_000,Brumby,brumby,br @@umb @@y,2,0,0,3,1,0,2,1
359,_000,Brumett,brumett,br @@ume @@tt,2,0,0,3,1,0,2,1
360,_000,Brunetti,brunetti,br @@une @@tti,2,0,0,3,1,0,2,1
361,_000,Brunson,brunson,br @@un @@son,2,0,0,3,1,0,2,1
362,_000,Buckie,buckie,buck @@ie,1,0,0,2,1,0,1,1
363,_000,Budai,budai,bud @@ai,1,0,0,2,1,0,1,1
364,_000,Budweiser,budweiser,bud @@wei @@ser,2,0,0,3,1,0,2,1
365,_000,Buffalo,buffalo,buffalo,0,1,1,0,0,1,0,0
366,_000,Buhr,buhr,bu @@hr,1,0,0,2,1,0,1,1
367,_000,Bui,bui,bu @@i,1,0,0,2,1,0,1,1
368,_000,Bukhara,bukhara,bu @@khar @@a,2,0,0,3,1,0,2,1
369,_000,Bulong,bulong,bu @@long,1,0,0,2,1,0,1,1
370,_000,Bungi,bungi,bun @@gi,1,0,0,2,1,0,1,1
371,_000,Burdette,burdette,bu @@rde @@tte,2,0,0,3,1,0,2,1
372,_000,Burgess,burgess,burgess,0,1,1,0,0,1,0,0
373,_000,Burkinese,burkinese,bu @@rkin @@ese,2,0,0,3,1,0,2,1
374,_000,Burlingham,burlingham,bu @@rling @@ham,2,0,0,3,1,0,2,1
375,_000,Burnett,burnett,burnett,0,1,1,0,0,1,0,0
376,_000,Burpo,burpo,bu @@rp @@o,2,0,0,3,1,0,2,1
377,_000,Burtenshaw,burtenshaw,burt @@ens @@haw,2,0,0,3,1,0,2,1
378,_000,Burtonize,burtonize,burton @@ize,1,0,0,2,1,0,1,1
379,_000,Burtonport,burtonport,burton @@port,1,0,0,2,1,0,1,1
380,_000,Busler,busler,bus @@ler,1,0,0,2,1,0,1,1
381,_000,Bussing,bussing,bus @@sing,1,0,0,2,1,0,1,1
382,_000,Butterworth,butterworth,butter @@worth,1,0,0,2,1,0,1,1
383,_000,Bwiti,bwiti,b @@wi @@ti,2,0,0,3,1,0,2,1
384,_000,C/P,c/p,c / p,2,0,0,3,1,0,2,1
385,_000,CD103,cd103,cd @@10 @@3,2,0,0,3,1,0,2,1
386,_000,CD3,cd3,cd @@3,1,0,0,2,1,0,1,1
387,_000,CD79a,cd79a,cd @@7 @@9 @@a,3,0,0,4,1,0,3,1
388,_000,CHAdeMO,chademo,chad @@em @@o,2,0,0,3,1,0,2,1
389,_000,CHON,chon,cho @@n,1,0,0,2,1,0,1,1
390,_000,CWS,cws,cw @@s,1,0,0,2,1,0,1,1
391,_000,Cadmean,cadmean,cad @@me @@an,2,0,0,3,1,0,2,1
392,_000,Cadoxton,cadoxton,cad @@ox @@ton,2,0,0,3,1,0,2,1
393,_000,Caersws,caersws,ca @@ers @@ws,2,0,0,3,1,0,2,1
394,_000,Cagliari,cagliari,ca @@glia @@ri,2,0,0,3,1,0,2,1
395,_000,Caiazzo,caiazzo,cai @@az @@zo,2,0,0,3,1,0,2,1
396,_000,Caidian,caidian,cai @@dian,1,0,0,2,1,0,1,1
397,_000,Caifung,caifung,cai @@fu @@ng,2,0,0,3,1,0,2,1
398,_000,Cain,cain,cain,0,1,1,0,0,1,0,0
399,_000,Cairnbulg,cairnbulg,cai @@rn @@bu @@l @@g,4,0,0,5,1,0,4,1
400,_000,Cairns,cairns,cairns,0,1,1,0,0,1,0,0
401,_000,Cairu,cairu,cai @@ru,1,0,0,2,1,0,1,1
402,_000,Calabria,calabria,calabria,0,1,1,0,0,1,0,0
403,_000,Calcutta,calcutta,calcutta,0,1,1,0,0,1,0,0
404,_000,Caleb,caleb,caleb,0,1,1,0,0,1,0,0
405,_000,Cali,cali,cal @@i,1,0,0,2,1,0,1,1
406,_000,Callegari,callegari,call @@ega @@ri,2,0,0,3,1,0,2,1
407,_000,Cama,cama,cam @@a,1,0,0,2,1,0,1,1
408,_000,Camarillo,camarillo,cam @@ari @@llo,2,0,0,3,1,0,2,1
409,_000,Camey,camey,came @@y,1,0,0,2,1,0,1,1
410,_000,Camilli,camilli,cam @@ill @@i,2,0,0,3,1,0,2,1
411,_000,Cammie,cammie,cam @@mie,1,0,0,2,1,0,1,1
412,_000,Camorra,camorra,cam @@orra,1,0,0,2,1,0,1,1
413,_000,Camperdown,camperdown,camp @@er @@down,2,0,0,3,1,0,2,1
414,_000,Canajan,canajan,can @@ajan,1,0,0,2,1,0,1,1
415,_000,Canche,canche,can @@che,1,0,0,2,1,0,1,1
416,_000,Cancio,cancio,can @@cio,1,0,0,2,1,0,1,1
417,_000,Cando,cando,can @@do,1,0,0,2,1,0,1,1
418,_000,Candomblé,candomblé,can @@dom @@ble,3,0,0,3,1,0,2,1
419,_000,Canedo,canedo,cane @@do,1,0,0,2,1,0,1,1
420,_000,Canicula,canicula,can @@ic @@ula,2,0,0,3,1,0,2,1
421,_000,Cantos,cantos,can @@tos,1,0,0,2,1,0,1,1
422,_000,Cao,cao,cao,0,1,1,0,0,1,0,0
423,_000,Caoli,caoli,cao @@li,1,0,0,2,1,0,1,1
424,_000,Capella,capella,cape @@lla,1,0,0,2,1,0,1,1
425,_000,Capitano,capitano,capita @@no,1,0,0,2,1,0,1,1
426,_000,Capizzi,capizzi,cap @@iz @@zi,2,0,0,3,1,0,2,1
427,_000,Capo,capo,cap @@o,1,0,0,2,1,0,1,1
428,_000,Capri,capri,cap @@ri,1,0,0,2,1,0,1,1
429,_000,Carbonell,carbonell,carbon @@ell,1,0,0,2,1,0,1,1
430,_000,Carlovingian,carlovingian,carlo @@ving @@ian,2,0,0,3,1,0,2,1
431,_000,Carreon,carreon,carr @@eon,1,0,0,2,1,0,1,1
432,_000,Carrizozo,carrizozo,carr @@iz @@oz @@o,3,0,0,4,1,0,3,1
433,_000,Carthusian,carthusian,cart @@hus @@ian,2,0,0,3,1,0,2,1
434,_000,Cartist,cartist,cart @@ist,1,0,0,2,1,0,1,1
435,_000,Caryn,caryn,cary @@n,1,0,0,2,1,0,1,1
436,_000,Casebeer,casebeer,case @@bee @@r,2,0,0,3,1,0,2,1
437,_000,Cashdollar,cashdollar,cash @@do @@llar,2,0,0,3,1,0,2,1
438,_000,Cassano,cassano,cass @@ano,1,0,0,2,1,0,1,1
439,_000,Cassese,cassese,cass @@ese,1,0,0,2,1,0,1,1
440,_000,Castellet,castellet,caste @@llet,1,0,0,2,1,0,1,1
441,_000,Castrillo,castrillo,cast @@rill @@o,2,0,0,3,1,0,2,1
442,_000,Catholic,catholic,catholic,0,1,1,0,0,1,0,0
443,_000,Catlin,catlin,cat @@lin,1,0,0,2,1,0,1,1
444,_000,Causey,causey,cause @@y,1,0,0,2,1,0,1,1
445,_000,Cavuto,cavuto,ca @@vu @@to,2,0,0,3,1,0,2,1
446,_000,Cazcan,cazcan,ca @@z @@can,2,0,0,3,1,0,2,1
447,_000,Ceará,ceará,ce @@ara,2,0,0,2,1,0,1,1
448,_000,Cecere,cecere,ce @@cer @@e,2,0,0,3,1,0,2,1
449,_000,Celano,celano,ce @@lan @@o,2,0,0,3,1,0,2,1
450,_000,Celik,celik,ce @@lik,1,0,0,2,1,0,1,1
451,_000,Cellini,cellini,cell @@ini,1,0,0,2,1,0,1,1
452,_000,Centaur,centaur,cent @@aur,1,0,0,2,1,0,1,1
453,_000,Centeno,centeno,cent @@eno,1,0,0,2,1,0,1,1
454,_000,Ch'u,ch'u,ch ' u,2,0,0,3,1,0,2,1
455,_000,Chad,chad,chad,0,1,1,0,0,1,0,0
456,_000,Chaim,chaim,cha @@im,1,0,0,2,1,0,1,1
457,_000,Champa,champa,champ @@a,1,0,0,2,1,0,1,1
458,_000,Champlain,champlain,champ @@lain,1,0,0,2,1,0,1,1
459,_000,Chana,chana,chan @@a,1,0,0,2,1,0,1,1
460,_000,Changhua,changhua,chang @@hua,1,0,0,2,1,0,1,1
461,_000,Changtang,changtang,chang @@tang,1,0,0,2,1,0,1,1
462,_000,Changwon,changwon,chang @@won,1,0,0,2,1,0,1,1
463,_000,Changzhou,changzhou,chang @@zhou,1,0,0,2,1,0,1,1
464,_000,Chania,chania,chan @@ia,1,0,0,2,1,0,1,1
465,_000,Char,char,char,0,1,1,0,0,1,0,0
466,_000,Charlotte,charlotte,charlotte,0,1,1,0,0,1,0,0
467,_000,Chaturthi,chaturthi,chat @@urt @@hi,2,0,0,3,1,0,2,1
468,_000,Chavista,chavista,cha @@vis @@ta,2,0,0,3,1,0,2,1
469,_000,Chazal,chazal,cha @@zal,1,0,0,2,1,0,1,1
470,_000,Cheka,cheka,che @@ka,1,0,0,2,1,0,1,1
471,_000,Chelmer,chelmer,che @@lmer,1,0,0,2,1,0,1,1
472,_000,Chencang,chencang,chen @@can @@g,2,0,0,3,1,0,2,1
473,_000,Cheondoism,cheondoism,che @@ond @@ois @@m,3,0,0,4,1,0,3,1
474,_000,Cherkasy,cherkasy,cher @@kas @@y,2,0,0,3,1,0,2,1
475,_000,Chernobyl,chernobyl,cher @@nob @@yl,2,0,0,3,1,0,2,1
476,_000,Cheslock,cheslock,che @@sl @@ock,2,0,0,3,1,0,2,1
477,_000,Cheyenne,cheyenne,cheyenne,0,1,1,0,0,1,0,0
478,_000,Cheyna,cheyna,che @@yna,1,0,0,2,1,0,1,1
479,_000,Chianina,chianina,chi @@ani @@na,2,0,0,3,1,0,2,1
480,_000,Chichewa,chichewa,chi @@che @@wa,2,0,0,3,1,0,2,1
481,_000,Chicom,chicom,chico @@m,1,0,0,2,1,0,1,1
482,_000,Chicomecoatl,chicomecoatl,chico @@me @@coat @@l,3,0,0,4,1,0,3,1
483,_000,Chindit,chindit,chin @@dit,1,0,0,2,1,0,1,1
484,_000,Chinyelu,chinyelu,chin @@ye @@lu,2,0,0,3,1,0,2,1
485,_000,Chita,chita,chi @@ta,1,0,0,2,1,0,1,1
486,_000,Chitragupta,chitragupta,chi @@tra @@gu @@pta,3,0,0,4,1,0,3,1
487,_000,Chiumba,chiumba,chi @@umb @@a,2,0,0,3,1,0,2,1
488,_000,Chleuh,chleuh,ch @@le @@uh,2,0,0,3,1,0,2,1
489,_000,Chloe,chloe,chloe,0,1,1,0,0,1,0,0
490,_000,Chongming,chongming,chong @@ming,1,0,0,2,1,0,1,1
491,_000,Chornobyl,chornobyl,cho @@rno @@by @@l,3,0,0,4,1,0,3,1
492,_000,Chrimbo,chrimbo,ch @@rim @@bo,2,0,0,3,1,0,2,1
493,_000,Christotokos,christotokos,christ @@oto @@kos,2,0,0,3,1,0,2,1
494,_000,Churchward,churchward,church @@ward,1,0,0,2,1,0,1,1
495,_000,Chuzhou,chuzhou,chu @@zhou,1,0,0,2,1,0,1,1
496,_000,Chyna,chyna,ch @@yna,1,0,0,2,1,0,1,1
497,_000,Cicchetti,cicchetti,ci @@cc @@hett @@i,3,0,0,4,1,0,3,1
498,_000,Cimbri,cimbri,ci @@mb @@ri,2,0,0,3,1,0,2,1
499,_000,Cinotti,cinotti,ci @@not @@ti,2,0,0,3,1,0,2,1
500,_000,Cinquecentist,cinquecentist,ci @@n @@que @@cent @@ist,4,0,0,5,1,0,4,1
501,_000,Cisler,cisler,cis @@ler,1,0,0,2,1,0,1,1
502,_000,Clay,clay,clay,0,1,1,0,0,1,0,0
503,_000,Clervaux,clervaux,cl @@er @@va @@ux,3,0,0,4,1,0,3,1
504,_000,Cliff,cliff,cliff,0,1,1,0,0,1,0,0
505,_000,Cloelia,cloelia,cl @@oe @@lia,2,0,0,3,1,0,2,1
506,_000,Clutha,clutha,cl @@uth @@a,2,0,0,3,1,0,2,1
507,_000,Clœlia,clœlia,cl @@Å“ @@lia,4,0,0,3,1,0,2,1
508,_000,Coan,coan,coa @@n,1,0,0,2,1,0,1,1
509,_000,Cobh,cobh,co @@bh,1,0,0,2,1,0,1,1
510,_000,Cockaigne,cockaigne,cock @@ai @@gne,2,0,0,3,1,0,2,1
511,_000,Cockburn,cockburn,cock @@burn,1,0,0,2,1,0,1,1
512,_000,Coday,coday,cod @@ay,1,0,0,2,1,0,1,1
513,_000,Coelho,coelho,coe @@lho,1,0,0,2,1,0,1,1
514,_000,Cointreau,cointreau,coin @@tre @@au,2,0,0,3,1,0,2,1
515,_000,Colback,colback,col @@back,1,0,0,2,1,0,1,1
516,_000,Colditz,colditz,cold @@itz,1,0,0,2,1,0,1,1
517,_000,Coley,coley,cole @@y,1,0,0,2,1,0,1,1
518,_000,Colin,colin,colin,0,1,1,0,0,1,0,0
519,_000,Colletti,colletti,col @@lett @@i,2,0,0,3,1,0,2,1
520,_000,Colman,colman,col @@man,1,0,0,2,1,0,1,1
521,_000,Colosseum,colosseum,col @@oss @@eum,2,0,0,3,1,0,2,1
522,_000,Colt,colt,colt,0,1,1,0,0,1,0,0
523,_000,Colten,colten,colt @@en,1,0,0,2,1,0,1,1
524,_000,Coltrane,coltrane,colt @@rane,1,0,0,2,1,0,1,1
525,_000,Comforter,comforter,comfort @@er,1,0,0,2,1,0,1,1
526,_000,Comintern,comintern,com @@int @@ern,2,0,0,3,1,0,2,1
527,_000,Compton,compton,compton,0,1,1,0,0,1,0,0
528,_000,Conde,conde,conde,0,1,1,0,0,1,0,0
529,_000,Confed,confed,con @@fed,1,0,0,2,1,0,1,1
530,_000,Cooranbong,cooranbong,co @@oran @@bon @@g,3,0,0,4,1,0,3,1
531,_000,Cora,cora,cora,0,1,1,0,0,1,0,0
532,_000,Corcoran,corcoran,co @@rco @@ran,2,0,0,3,1,0,2,1
533,_000,Corfu,corfu,co @@rf @@u,2,0,0,3,1,0,2,1
534,_000,Corino,corino,co @@rino,1,0,0,2,1,0,1,1
535,_000,Corinthiac,corinthiac,co @@rin @@thi @@ac,3,0,0,4,1,0,3,1
536,_000,Corkran,corkran,cork @@ran,1,0,0,2,1,0,1,1
537,_000,Cormag,cormag,co @@rma @@g,2,0,0,3,1,0,2,1
538,_000,Cornwall,cornwall,cornwall,0,1,1,0,0,1,0,0
539,_000,Cort,cort,co @@rt,1,0,0,2,1,0,1,1
540,_000,Corvette,corvette,corvette,0,1,1,0,0,1,0,0
541,_000,Cos,cos,co @@s,1,0,0,2,1,0,1,1
542,_000,Cosmo,cosmo,co @@smo,1,0,0,2,1,0,1,1
543,_000,Costanoan,costanoan,costa @@no @@an,2,0,0,3,1,0,2,1
544,_000,Cott,cott,cot @@t,1,0,0,2,1,0,1,1
545,_000,Cottone,cottone,cotton @@e,1,0,0,2,1,0,1,1
546,_000,Courtney,courtney,courtney,0,1,1,0,0,1,0,0
547,_000,Courtwright,courtwright,court @@wright,1,0,0,2,1,0,1,1
548,_000,Covidtide,covidtide,co @@vid @@ti @@de,3,0,0,4,1,0,3,1
549,_000,Cowling,cowling,cow @@ling,1,0,0,2,1,0,1,1
550,_000,Cozoyoapan,cozoyoapan,co @@zo @@yo @@apa @@n,4,0,0,5,1,0,4,1
551,_000,Cozumel,cozumel,co @@zu @@mel,2,0,0,3,1,0,2,1
552,_000,Cozzi,cozzi,co @@zzi,1,0,0,2,1,0,1,1
553,_000,Cramer,cramer,cramer,0,1,1,0,0,1,0,0
554,_000,Cramlington,cramlington,cr @@am @@lington,2,0,0,3,1,0,2,1
555,_000,Crandall,crandall,cr @@anda @@ll,2,0,0,3,1,0,2,1
556,_000,Cree,cree,cree,0,1,1,0,0,1,0,0
557,_000,Cressey,cressey,cr @@ess @@ey,2,0,0,3,1,0,2,1
558,_000,Criollo,criollo,cr @@iol @@lo,2,0,0,3,1,0,2,1
559,_000,Croat,croat,cr @@oat,1,0,0,2,1,0,1,1
560,_000,Cucinotta,cucinotta,cu @@cino @@tta,2,0,0,3,1,0,2,1
561,_000,Cueto,cueto,cue @@to,1,0,0,2,1,0,1,1
562,_000,Culbertson,culbertson,cu @@lbert @@son,2,0,0,3,1,0,2,1
563,_000,Cullen,cullen,cullen,0,1,1,0,0,1,0,0
564,_000,Cullmann,cullmann,cu @@ll @@mann,2,0,0,3,1,0,2,1
565,_000,Cultra,cultra,cult @@ra,1,0,0,2,1,0,1,1
566,_000,Cuman,cuman,cum @@an,1,0,0,2,1,0,1,1
567,_000,Cummiskey,cummiskey,cum @@mis @@key,2,0,0,3,1,0,2,1
568,_000,Cundi,cundi,cu @@ndi,1,0,0,2,1,0,1,1
569,_000,Cureton,cureton,cure @@ton,1,0,0,2,1,0,1,1
570,_000,Curlin,curlin,curl @@in,1,0,0,2,1,0,1,1
571,_000,Cushing,cushing,cu @@shing,1,0,0,2,1,0,1,1
572,_000,Cuyar,cuyar,cu @@yar,1,0,0,2,1,0,1,1
573,_000,Cwmbach,cwmbach,cw @@mba @@ch,2,0,0,3,1,0,2,1
574,_000,Cynic,cynic,cy @@nic,1,0,0,2,1,0,1,1
575,_000,Cyphert,cyphert,cy @@pher @@t,2,0,0,3,1,0,2,1
576,_000,Cyprus,cyprus,cyprus,0,1,1,0,0,1,0,0
577,_000,Czaja,czaja,c @@za @@ja,2,0,0,3,1,0,2,1
578,_000,Czech,czech,czech,0,1,1,0,0,1,0,0
579,_000,DKM,dkm,d @@km,1,0,0,2,1,0,1,1
580,_000,Daillencourt,daillencourt,dail @@len @@court,2,0,0,3,1,0,2,1
581,_000,Dakarois,dakarois,da @@kar @@ois,2,0,0,3,1,0,2,1
582,_000,Dalyn,dalyn,daly @@n,1,0,0,2,1,0,1,1
583,_000,Damaris,damaris,dam @@aris,1,0,0,2,1,0,1,1
584,_000,Damiani,damiani,damian @@i,1,0,0,2,1,0,1,1
585,_000,Damocloid,damocloid,dam @@oc @@loid,2,0,0,3,1,0,2,1
586,_000,Dan,dan,dan,0,1,1,0,0,1,0,0
587,_000,Danaus,danaus,dana @@us,1,0,0,2,1,0,1,1
588,_000,Danava,danava,dana @@va,1,0,0,2,1,0,1,1
589,_000,Dantin,dantin,dan @@tin,1,0,0,2,1,0,1,1
590,_000,Danvers,danvers,dan @@vers,1,0,0,2,1,0,1,1
591,_000,Daponte,daponte,da @@pon @@te,2,0,0,3,1,0,2,1
592,_000,Dari,dari,dar @@i,1,0,0,2,1,0,1,1
593,_000,Dashiell,dashiell,dash @@iel @@l,2,0,0,3,1,0,2,1
594,_000,Dazu,dazu,da @@zu,1,0,0,2,1,0,1,1
595,_000,Dean,dean,dean,0,1,1,0,0,1,0,0
596,_000,Debaun,debaun,de @@bau @@n,2,0,0,3,1,0,2,1
597,_000,Deborah,deborah,deborah,0,1,1,0,0,1,0,0
598,_000,Declan,declan,declan,0,1,1,0,0,1,0,0
599,_000,Decorah,decorah,decor @@ah,1,0,0,2,1,0,1,1
600,_000,Decrescenzo,decrescenzo,dec @@res @@cen @@zo,3,0,0,4,1,0,3,1
601,_000,Dede,dede,de @@de,1,0,0,2,1,0,1,1
602,_000,Deena,deena,dee @@na,1,0,0,2,1,0,1,1
603,_000,Deepak,deepak,deep @@ak,1,0,0,2,1,0,1,1
604,_000,Deering,deering,deer @@ing,1,0,0,2,1,0,1,1
605,_000,Defreese,defreese,def @@ree @@se,2,0,0,3,1,0,2,1
606,_000,Degar,degar,de @@gar,1,0,0,2,1,0,1,1
607,_000,Deiter,deiter,dei @@ter,1,0,0,2,1,0,1,1
608,_000,Delitzsch,delitzsch,del @@itz @@sch,2,0,0,3,1,0,2,1
609,_000,Delorenzo,delorenzo,del @@ore @@nzo,2,0,0,3,1,0,2,1
610,_000,Delucia,delucia,del @@uc @@ia,2,0,0,3,1,0,2,1
611,_000,Delve,delve,del @@ve,1,0,0,2,1,0,1,1
612,_000,Demarco,demarco,dem @@ar @@co,2,0,0,3,1,0,2,1
613,_000,Demario,demario,dem @@ario,1,0,0,2,1,0,1,1
614,_000,Demas,demas,dem @@as,1,0,0,2,1,0,1,1
615,_000,Demond,demond,demon @@d,1,0,0,2,1,0,1,1
616,_000,Demosthenic,demosthenic,demos @@the @@nic,2,0,0,3,1,0,2,1
617,_000,Derosa,derosa,der @@osa,1,0,0,2,1,0,1,1
618,_000,Deseret,deseret,des @@ere @@t,2,0,0,3,1,0,2,1
619,_000,Desi,desi,des @@i,1,0,0,2,1,0,1,1
620,_000,Desiderius,desiderius,des @@ider @@ius,2,0,0,3,1,0,2,1
621,_000,Desrochers,desrochers,des @@ro @@chers,2,0,0,3,1,0,2,1
622,_000,Destiny,destiny,destiny,0,1,1,0,0,1,0,0
623,_000,Deveaux,deveaux,dev @@eaux,1,0,0,2,1,0,1,1
624,_000,Devine,devine,devin @@e,1,0,0,2,1,0,1,1
625,_000,Deyoe,deyoe,de @@yo @@e,2,0,0,3,1,0,2,1
626,_000,Dicenzo,dicenzo,dice @@nzo,1,0,0,2,1,0,1,1
627,_000,Diederik,diederik,died @@erik,1,0,0,2,1,0,1,1
628,_000,Diego,diego,diego,0,1,1,0,0,1,0,0
629,_000,Differdange,differdange,differ @@dan @@ge,2,0,0,3,1,0,2,1
630,_000,Dimarco,dimarco,dim @@ar @@co,2,0,0,3,1,0,2,1
631,_000,Dimiceli,dimiceli,dim @@ice @@li,2,0,0,3,1,0,2,1
632,_000,Dimity,dimity,dim @@ity,1,0,0,2,1,0,1,1
633,_000,Dinah,dinah,dinah,0,1,1,0,0,1,0,0
634,_000,Dingus,dingus,ding @@us,1,0,0,2,1,0,1,1
635,_000,Dingyuan,dingyuan,ding @@yuan,1,0,0,2,1,0,1,1
636,_000,Dinh,dinh,din @@h,1,0,0,2,1,0,1,1
637,_000,Dionne,dionne,dion @@ne,1,0,0,2,1,0,1,1
638,_000,Djolof,djolof,dj @@olo @@f,2,0,0,3,1,0,2,1
639,_000,Doanie,doanie,do @@ani @@e,2,0,0,3,1,0,2,1
640,_000,Dobbing,dobbing,do @@bbing,1,0,0,2,1,0,1,1
641,_000,Dobbyn,dobbyn,do @@bby @@n,2,0,0,3,1,0,2,1
642,_000,Dobing,dobing,do @@bing,1,0,0,2,1,0,1,1
643,_000,Dobruja,dobruja,do @@br @@uj @@a,3,0,0,4,1,0,3,1
644,_000,Doc,doc,doc,0,1,1,0,0,1,0,0
645,_000,Dodona,dodona,dod @@ona,1,0,0,2,1,0,1,1
646,_000,Dominguez,dominguez,dom @@ing @@uez,2,0,0,3,1,0,2,1
647,_000,Donaghadee,donaghadee,dona @@gh @@ade @@e,3,0,0,4,1,0,3,1
648,_000,Donets,donets,done @@ts,1,0,0,2,1,0,1,1
649,_000,Dongbao,dongbao,dong @@ba @@o,2,0,0,3,1,0,2,1
650,_000,Dongyi,dongyi,dong @@yi,1,0,0,2,1,0,1,1
651,_000,Donia,donia,don @@ia,1,0,0,2,1,0,1,1
652,_000,Doomer,doomer,doom @@er,1,0,0,2,1,0,1,1
653,_000,Dopson,dopson,do @@ps @@on,2,0,0,3,1,0,2,1
654,_000,Doran,doran,dora @@n,1,0,0,2,1,0,1,1
655,_000,Dorcha,dorcha,do @@rch @@a,2,0,0,3,1,0,2,1
656,_000,Dorey,dorey,do @@rey,1,0,0,2,1,0,1,1
657,_000,Dorito,dorito,do @@rito,1,0,0,2,1,0,1,1
658,_000,Dothraki,dothraki,dot @@hra @@ki,2,0,0,3,1,0,2,1
659,_000,Doubs,doubs,do @@ub @@s,2,0,0,3,1,0,2,1
660,_000,Dougal,dougal,doug @@al,1,0,0,2,1,0,1,1
661,_000,Douthitt,douthitt,do @@uth @@itt,2,0,0,3,1,0,2,1
662,_000,Douty,douty,do @@ut @@y,2,0,0,3,1,0,2,1
663,_000,Dowding,dowding,dow @@ding,1,0,0,2,1,0,1,1
664,_000,Dower,dower,dow @@er,1,0,0,2,1,0,1,1
665,_000,Dracula,dracula,dracula,0,1,1,0,0,1,0,0
666,_000,Draskhanakert,draskhanakert,dr @@ask @@hana @@ker @@t,4,0,0,5,1,0,4,1
667,_000,Draven,draven,dr @@ave @@n,2,0,0,3,1,0,2,1
668,_000,Drechsler,drechsler,dr @@ech @@sler,2,0,0,3,1,0,2,1
669,_000,Drees,drees,dr @@ees,1,0,0,2,1,0,1,1
670,_000,Driggers,driggers,dr @@ig @@gers,2,0,0,3,1,0,2,1
671,_000,Drin,drin,dr @@in,1,0,0,2,1,0,1,1
672,_000,Drusilla,drusilla,dr @@us @@illa,2,0,0,3,1,0,2,1
673,_000,Druze,druze,dr @@uze,1,0,0,2,1,0,1,1
674,_000,Drzymalla,drzymalla,dr @@zy @@mal @@la,3,0,0,4,1,0,3,1
675,_000,DuBose,dubose,dub @@ose,1,0,0,2,1,0,1,1
676,_000,Dubeolsik,dubeolsik,dub @@eo @@ls @@ik,3,0,0,4,1,0,3,1
677,_000,Duey,duey,due @@y,1,0,0,2,1,0,1,1
678,_000,Dufort,dufort,du @@fort,1,0,0,2,1,0,1,1
679,_000,Duggan,duggan,dug @@gan,1,0,0,2,1,0,1,1
680,_000,Duisburg,duisburg,du @@is @@burg,2,0,0,3,1,0,2,1
681,_000,Dulay,dulay,du @@lay,1,0,0,2,1,0,1,1
682,_000,Dundrum,dundrum,dun @@drum,1,0,0,2,1,0,1,1
683,_000,Dunfermline,dunfermline,dun @@fer @@ml @@ine,3,0,0,4,1,0,3,1
684,_000,During,during,during,0,1,1,0,0,1,0,0
685,_000,Dutta,dutta,du @@tta,1,0,0,2,1,0,1,1
686,_000,DvegaDtime,dvegadtime,d @@ve @@ga @@dt @@ime,4,0,0,5,1,0,4,1
687,_000,Dwivedi,dwivedi,d @@wi @@ved @@i,3,0,0,4,1,0,3,1
688,_000,Dyble,dyble,d @@y @@ble,2,0,0,3,1,0,2,1
689,_000,Earnshaw,earnshaw,earn @@shaw,1,0,0,2,1,0,1,1
690,_000,Eatanswill,eatanswill,eat @@ans @@wil @@l,3,0,0,4,1,0,3,1
691,_000,Ebenezer,ebenezer,e @@ben @@ezer,2,0,0,3,1,0,2,1
692,_000,Ebensburg,ebensburg,e @@ben @@sburg,2,0,0,3,1,0,2,1
693,_000,Ebeye,ebeye,e @@bey @@e,2,0,0,3,1,0,2,1
694,_000,Echeng,echeng,ec @@hen @@g,2,0,0,3,1,0,2,1
695,_000,Eckart,eckart,ec @@kar @@t,2,0,0,3,1,0,2,1
696,_000,Eckmann,eckmann,ec @@km @@ann,2,0,0,3,1,0,2,1
697,_000,Edith,edith,edith,0,1,1,0,0,1,0,0
698,_000,Edithburgh,edithburgh,edith @@burgh,1,0,0,2,1,0,1,1
699,_000,Edlyn,edlyn,ed @@lyn,1,0,0,2,1,0,1,1
700,_000,Einsiedeln,einsiedeln,ein @@sie @@del @@n,3,0,0,4,1,0,3,1
701,_000,Eisbock,eisbock,e @@is @@bo @@ck,3,0,0,4,1,0,3,1
702,_000,Ekadanta,ekadanta,ek @@adan @@ta,2,0,0,3,1,0,2,1
703,_000,Ekstrand,ekstrand,ek @@stra @@nd,2,0,0,3,1,0,2,1
704,_000,El,el,el,0,1,1,0,0,1,0,0
705,_000,Elain,elain,el @@ain,1,0,0,2,1,0,1,1
706,_000,Elam,elam,el @@am,1,0,0,2,1,0,1,1
707,_000,Elbe,elbe,el @@be,1,0,0,2,1,0,1,1
708,_000,Elias,elias,elias,0,1,1,0,0,1,0,0
709,_000,Ella,ella,ella,0,1,1,0,0,1,0,0
710,_000,Ellenbecker,ellenbecker,ellen @@beck @@er,2,0,0,3,1,0,2,1
711,_000,Ellijay,ellijay,el @@li @@ja @@y,3,0,0,4,1,0,3,1
712,_000,Ellisor,ellisor,ellis @@or,1,0,0,2,1,0,1,1
713,_000,Elman,elman,elm @@an,1,0,0,2,1,0,1,1
714,_000,Elsatian,elsatian,elsa @@tian,1,0,0,2,1,0,1,1
715,_000,Elvira,elvira,el @@vira,1,0,0,2,1,0,1,1
